timestamp,open,high,low,close,volume_btc,volume_usd
2024-01-01 00:00:00,29995.53,29997.29,29989.92,29996.40,11.617235,348475.21
2024-01-01 00:01:00,29960.63,29962.76,29957.23,29958.96,12.347654,369922.93
2024-01-01 00:02:00,29970.59,29975.84,29963.89,29964.77,9.785035,293206.34
2024-01-01 00:03:00,29940.64,29951.13,29939.07,29939.40,11.681030,349723.09
2024-01-01 00:04:00,29945.43,29955.20,29941.51,29952.70,14.620213,437914.85
2024-01-01 00:05:00,29948.57,29950.55,29940.42,29946.68,8.660333,259348.26
2024-01-01 00:06:00,29953.32,29981.85,29948.46,29960.89,9.252570,277215.23
2024-01-01 00:07:00,29986.11,29995.86,29976.01,29982.79,8.993392,269646.97
2024-01-01 00:08:00,29979.16,29981.55,29972.62,29980.63,13.915241,417187.76
2024-01-01 00:09:00,29992.63,29996.46,29984.37,29989.38,9.847887,295332.03
2024-01-01 00:10:00,29980.13,29982.13,29958.95,29977.63,9.542122,286050.23
2024-01-01 00:11:00,29954.00,29965.38,29946.11,29950.16,14.507452,434500.51
2024-01-01 00:12:00,29985.35,29997.20,29981.09,29985.82,14.858687,445549.90
2024-01-01 00:13:00,29949.89,29951.92,29947.20,29949.73,14.170896,424414.46
2024-01-01 00:14:00,29975.85,29980.81,29959.37,29964.25,10.314607,309069.43
2024-01-01 00:15:00,29948.22,29952.75,29942.89,29943.46,14.247908,426631.61
2024-01-01 00:16:00,29923.90,29940.10,29915.24,29925.37,10.296791,308135.27
2024-01-01 00:17:00,29941.73,29941.88,29933.67,29935.76,12.503908,374314.04
2024-01-01 00:18:00,29967.35,29969.54,29954.80,29962.88,14.710156,440758.68
2024-01-01 00:19:00,29978.54,29978.78,29956.78,29972.41,10.923371,327399.74
2024-01-01 00:20:00,30012.81,30016.94,30003.21,30012.24,11.546908,346548.53
2024-01-01 00:21:00,30051.90,30057.41,30028.81,30047.82,14.132893,424662.59
2024-01-01 00:22:00,30058.96,30066.73,30058.95,30061.71,17.174629,516298.79
2024-01-01 00:23:00,30033.20,30046.23,30029.63,30035.34,10.907246,327602.80
2024-01-01 00:24:00,30031.58,30039.54,30021.90,30037.78,14.655595,440221.56
2024-01-01 00:25:00,30049.28,30051.52,30026.94,30037.86,8.090208,243012.55
2024-01-01 00:26:00,30036.42,30050.39,30021.36,30034.81,14.971859,449676.90
2024-01-01 00:27:00,30057.26,30062.96,30049.17,30049.59,10.435051,313569.02
2024-01-01 00:28:00,30019.36,30020.90,30002.22,30018.39,10.166926,305194.70
2024-01-01 00:29:00,30018.55,30029.56,30016.46,30026.40,14.471880,434538.41
2024-01-01 00:30:00,30062.38,30071.54,30058.72,30062.60,13.550961,407377.12
2024-01-01 00:31:00,30071.39,30083.96,30070.69,30074.89,14.099474,424040.14
2024-01-01 00:32:00,30109.79,30112.08,30089.52,30106.74,12.731109,383292.22
2024-01-01 00:33:00,30099.90,30111.77,30098.39,30099.34,13.558133,408090.90
2024-01-01 00:34:00,30126.67,30143.05,30124.28,30129.24,12.689204,382316.04
2024-01-01 00:35:00,30118.39,30123.25,30106.08,30114.04,13.554655,408185.38
2024-01-01 00:36:00,30101.72,30112.76,30101.36,30109.13,9.764151,293990.14
2024-01-01 00:37:00,30124.65,30129.27,30119.00,30122.21,15.045195,453194.48
2024-01-01 00:38:00,30106.30,30106.32,30086.26,30104.39,6.413091,193062.20
2024-01-01 00:39:00,30120.24,30122.57,30105.03,30121.77,11.974281,360686.56
2024-01-01 00:40:00,30175.59,30180.60,30171.66,30177.80,9.927936,299603.23
2024-01-01 00:41:00,30177.95,30180.98,30161.11,30179.36,18.007403,543451.87
2024-01-01 00:42:00,30183.90,30191.96,30172.84,30175.18,21.494826,648610.33
2024-01-01 00:43:00,30145.96,30157.81,30142.18,30153.44,14.080020,424561.05
2024-01-01 00:44:00,30184.41,30198.52,30180.93,30185.70,15.720668,474539.36
2024-01-01 00:45:00,30187.56,30197.62,30176.37,30197.34,18.379644,555016.39
2024-01-01 00:46:00,30212.93,30222.85,30204.64,30211.38,12.140748,366788.78
2024-01-01 00:47:00,30226.86,30230.69,30214.75,30223.96,9.666654,292164.61
2024-01-01 00:48:00,30198.26,30216.75,30192.37,30195.04,13.349635,403092.75
2024-01-01 00:49:00,30233.45,30241.46,30229.90,30233.09,9.766788,295280.17
2024-01-01 00:50:00,30223.87,30231.82,30212.33,30216.23,21.990807,664479.26
2024-01-01 00:51:00,30218.52,30220.98,30213.65,30215.42,18.948514,572537.33
2024-01-01 00:52:00,30246.09,30256.28,30242.66,30253.09,14.349550,434118.16
2024-01-01 00:53:00,30208.10,30234.63,30207.53,30219.37,11.690390,353276.29
2024-01-01 00:54:00,30224.16,30237.80,30207.97,30228.01,12.987562,392588.10
2024-01-01 00:55:00,30242.22,30248.55,30235.73,30237.26,16.047783,485240.93
2024-01-01 00:56:00,30230.54,30238.01,30225.86,30233.85,5.502790,166370.51
2024-01-01 00:57:00,30239.01,30241.90,30232.04,30237.76,13.115411,396580.61
2024-01-01 00:58:00,30280.87,30284.93,30275.95,30280.68,11.790731,357031.31
2024-01-01 00:59:00,30248.43,30249.55,30233.67,30249.06,14.830421,448606.28
2024-01-01 01:00:00,30271.34,30280.27,30262.23,30274.91,12.935882,391632.65
2024-01-01 01:01:00,30281.55,30301.37,30277.01,30285.38,6.291815,190549.99
2024-01-01 01:02:00,30297.16,30299.21,30293.44,30299.20,13.171598,399088.87
2024-01-01 01:03:00,30242.43,30254.40,30232.02,30248.22,17.709459,535679.60
2024-01-01 01:04:00,30283.02,30299.46,30267.69,30293.30,16.840802,510163.46
2024-01-01 01:05:00,30293.93,30315.71,30288.78,30299.63,6.326553,191692.24
2024-01-01 01:06:00,30303.31,30307.86,30299.59,30306.97,16.120482,488562.95
2024-01-01 01:07:00,30272.97,30287.49,30264.77,30271.39,12.631946,382386.53
2024-01-01 01:08:00,30272.99,30281.62,30272.21,30276.44,9.168697,277595.50
2024-01-01 01:09:00,30324.45,30325.78,30315.39,30320.49,9.646912,292499.08
2024-01-01 01:10:00,30350.53,30354.94,30349.05,30351.26,13.849228,420341.55
2024-01-01 01:11:00,30352.18,30353.65,30341.73,30348.36,14.017152,425397.61
2024-01-01 01:12:00,30341.15,30352.97,30335.22,30345.45,9.046537,274521.21
2024-01-01 01:13:00,30366.86,30379.65,30348.62,30367.09,12.072667,366611.80
2024-01-01 01:14:00,30326.48,30328.99,30314.58,30328.39,11.248520,341149.52
2024-01-01 01:15:00,30333.27,30341.71,30327.20,30335.56,17.360051,526626.96
2024-01-01 01:16:00,30327.42,30334.56,30319.79,30331.57,9.945936,301675.89
2024-01-01 01:17:00,30347.26,30353.25,30332.42,30343.62,10.348554,314012.59
2024-01-01 01:18:00,30367.97,30375.11,30358.41,30371.94,14.467126,439394.67
2024-01-01 01:19:00,30366.03,30376.48,30360.99,30371.99,9.228346,280283.22
2024-01-01 01:20:00,30357.02,30373.99,30352.90,30355.79,12.521729,380106.94
2024-01-01 01:21:00,30346.36,30351.25,30336.32,30341.17,9.989950,303106.82
2024-01-01 01:22:00,30350.97,30361.21,30345.92,30358.55,12.209632,370666.77
2024-01-01 01:23:00,30364.02,30373.09,30362.01,30363.83,11.055023,335672.86
2024-01-01 01:24:00,30337.17,30341.39,30321.95,30333.56,9.757635,295983.82
2024-01-01 01:25:00,30333.93,30334.92,30333.84,30334.22,6.856382,207982.99
2024-01-01 01:26:00,30358.11,30367.15,30336.85,30354.84,11.043098,335211.54
2024-01-01 01:27:00,30353.99,30369.53,30340.09,30353.94,13.457304,408482.21
2024-01-01 01:28:00,30304.26,30333.34,30293.21,30317.17,15.207076,461035.53
2024-01-01 01:29:00,30294.32,30304.77,30289.44,30295.46,8.694115,263392.24
2024-01-01 01:30:00,30323.44,30334.52,30322.46,30328.40,12.074134,366189.19
2024-01-01 01:31:00,30364.62,30374.28,30359.54,30364.02,10.281648,312192.17
2024-01-01 01:32:00,30384.07,30385.02,30375.19,30382.15,10.414511,316415.19
2024-01-01 01:33:00,30379.64,30391.87,30377.95,30378.74,10.947603,332574.40
2024-01-01 01:34:00,30356.02,30360.73,30349.84,30352.59,6.295170,191074.75
2024-01-01 01:35:00,30372.01,30384.89,30363.55,30378.67,7.996588,242925.73
2024-01-01 01:36:00,30377.06,30385.05,30365.94,30376.69,16.496335,501104.01
2024-01-01 01:37:00,30320.15,30333.86,30309.73,30327.40,10.834088,328569.69
2024-01-01 01:38:00,30334.10,30335.88,30329.87,30330.64,9.669801,293291.22
2024-01-01 01:39:00,30360.47,30365.66,30356.38,30362.95,12.318970,374040.22
2024-01-01 01:40:00,30357.93,30366.85,30351.56,30358.74,16.242127,493090.53
2024-01-01 01:41:00,30368.48,30375.19,30357.40,30364.82,12.910070,392011.96
2024-01-01 01:42:00,30374.45,30375.00,30362.33,30370.13,12.071545,366614.35
2024-01-01 01:43:00,30322.89,30326.22,30313.00,30322.92,12.453832,377636.49
2024-01-01 01:44:00,30346.12,30354.31,30334.83,30346.12,9.090797,275870.41
2024-01-01 01:45:00,30315.13,30316.80,30307.40,30311.97,12.220294,370421.14
2024-01-01 01:46:00,30343.37,30348.53,30335.87,30338.07,10.401514,315561.83
2024-01-01 01:47:00,30300.91,30310.42,30297.48,30297.53,10.520423,318742.88
2024-01-01 01:48:00,30313.08,30326.23,30311.94,30324.81,10.287429,311964.29
2024-01-01 01:49:00,30364.45,30366.54,30358.90,30359.60,10.835928,328974.40
2024-01-01 01:50:00,30340.25,30357.83,30332.03,30346.79,14.394499,436826.88
2024-01-01 01:51:00,30329.84,30345.68,30317.93,30319.43,9.287338,281586.84
2024-01-01 01:52:00,30299.87,30307.17,30297.50,30297.77,15.265934,462523.82
2024-01-01 01:53:00,30270.13,30282.67,30250.21,30260.10,7.759076,234790.44
2024-01-01 01:54:00,30247.86,30255.13,30227.21,30253.02,11.313894,342279.43
2024-01-01 01:55:00,30292.51,30300.27,30280.59,30298.09,13.914713,421589.20
2024-01-01 01:56:00,30302.16,30303.81,30289.48,30292.46,13.650817,413516.79
2024-01-01 01:57:00,30273.10,30282.22,30271.70,30279.80,12.498945,378465.56
2024-01-01 01:58:00,30286.64,30292.56,30272.73,30289.19,8.676601,262807.20
2024-01-01 01:59:00,30331.41,30338.76,30311.99,30332.62,12.465065,378098.11
2024-01-01 02:00:00,30370.97,30384.42,30365.92,30366.88,10.424041,316545.62
2024-01-01 02:01:00,30324.48,30334.16,30319.76,30333.34,13.172005,399550.86
2024-01-01 02:02:00,30321.70,30333.59,30317.26,30325.69,8.900834,269923.96
2024-01-01 02:03:00,30320.50,30327.78,30318.64,30320.61,9.719040,294687.22
2024-01-01 02:04:00,30323.03,30324.46,30316.72,30320.50,7.043956,213576.26
2024-01-01 02:05:00,30312.41,30317.54,30298.25,30311.03,12.477535,378206.94
2024-01-01 02:06:00,30340.30,30341.95,30336.69,30341.19,12.741355,386587.88
2024-01-01 02:07:00,30358.42,30359.64,30351.80,30358.06,11.488686,348774.20
2024-01-01 02:08:00,30388.36,30390.73,30384.43,30389.39,14.361558,436438.91
2024-01-01 02:09:00,30372.57,30380.07,30359.56,30368.02,12.617818,383178.14
2024-01-01 02:10:00,30372.76,30381.26,30367.97,30371.27,13.328981,404818.11
2024-01-01 02:11:00,30354.82,30359.88,30344.24,30348.53,12.563635,381287.84
2024-01-01 02:12:00,30327.25,30332.90,30327.10,30328.89,12.371234,375205.76
2024-01-01 02:13:00,30295.80,30301.33,30286.23,30294.89,11.535944,349480.17
2024-01-01 02:14:00,30251.97,30258.79,30248.05,30248.48,9.018653,272800.55
2024-01-01 02:15:00,30224.09,30244.24,30222.65,30224.85,13.993296,422945.21
2024-01-01 02:16:00,30214.58,30218.50,30211.77,30217.05,15.282455,461790.68
2024-01-01 02:17:00,30214.06,30221.20,30212.60,30217.51,16.668601,503683.58
2024-01-01 02:18:00,30204.24,30216.46,30187.47,30209.50,12.989382,392402.75
2024-01-01 02:19:00,30169.30,30191.28,30160.36,30175.47,13.705243,413562.13
2024-01-01 02:20:00,30133.94,30144.11,30131.21,30142.68,13.296570,400794.31
2024-01-01 02:21:00,30161.16,30171.58,30160.17,30161.20,13.500778,407199.65
2024-01-01 02:22:00,30139.44,30155.44,30136.11,30146.62,10.772310,324748.77
2024-01-01 02:23:00,30152.17,30154.28,30144.36,30147.02,14.046400,423457.14
2024-01-01 02:24:00,30207.64,30213.02,30191.72,30200.70,23.256176,702352.75
2024-01-01 02:25:00,30168.87,30176.33,30155.86,30170.73,13.260720,400085.63
2024-01-01 02:26:00,30136.39,30140.77,30132.51,30135.05,8.339431,251309.19
2024-01-01 02:27:00,30114.74,30117.11,30110.58,30116.93,14.205661,427830.87
2024-01-01 02:28:00,30084.52,30099.09,30073.73,30093.18,10.280531,309373.86
2024-01-01 02:29:00,30154.16,30163.47,30145.02,30151.70,12.730117,383834.67
2024-01-01 02:30:00,30134.13,30142.06,30116.81,30122.26,16.380390,493414.32
2024-01-01 02:31:00,30114.55,30121.71,30111.65,30119.53,14.627256,440566.05
2024-01-01 02:32:00,30113.94,30121.28,30108.56,30120.95,5.450292,164167.97
2024-01-01 02:33:00,30096.34,30108.20,30080.79,30103.51,17.576261,529107.09
2024-01-01 02:34:00,30086.84,30094.69,30078.35,30089.18,10.743784,323271.62
2024-01-01 02:35:00,30096.65,30097.51,30081.73,30085.61,12.359742,371850.39
2024-01-01 02:36:00,30095.00,30102.09,30085.66,30100.10,11.165209,336073.96
2024-01-01 02:37:00,30150.74,30151.48,30139.56,30147.03,11.065776,333600.25
2024-01-01 02:38:00,30170.49,30184.90,30159.50,30173.29,11.129861,335824.58
2024-01-01 02:39:00,30206.82,30226.37,30192.01,30216.86,11.729760,354436.58
2024-01-01 02:40:00,30216.67,30241.91,30197.21,30212.55,10.301951,311248.22
2024-01-01 02:41:00,30209.01,30215.24,30199.52,30213.47,10.796181,326190.13
2024-01-01 02:42:00,30193.52,30198.18,30180.84,30192.30,10.030744,302851.28
2024-01-01 02:43:00,30184.59,30186.95,30183.94,30184.35,7.313464,220752.18
2024-01-01 02:44:00,30189.07,30201.30,30176.37,30193.65,15.483005,467488.40
2024-01-01 02:45:00,30195.88,30198.06,30176.51,30190.13,8.748911,264130.77
2024-01-01 02:46:00,30205.25,30217.80,30203.82,30209.08,11.469099,346470.92
2024-01-01 02:47:00,30182.15,30187.61,30161.43,30183.78,13.507991,407722.27
2024-01-01 02:48:00,30170.02,30179.22,30150.86,30163.50,15.562872,469430.68
2024-01-01 02:49:00,30120.69,30128.65,30118.06,30123.87,7.033584,211878.80
2024-01-01 02:50:00,30127.60,30138.85,30122.89,30128.57,21.107143,635928.12
2024-01-01 02:51:00,30087.32,30095.96,30078.08,30087.43,14.465514,435230.09
2024-01-01 02:52:00,30102.39,30112.24,30086.15,30106.28,17.128500,515675.39
2024-01-01 02:53:00,30117.68,30126.45,30111.67,30118.98,14.925793,449549.70
2024-01-01 02:54:00,30074.83,30079.96,30071.98,30078.39,14.871705,447317.00
2024-01-01 02:55:00,30053.82,30071.46,30047.64,30053.18,14.611689,439127.70
2024-01-01 02:56:00,30056.54,30070.97,30051.85,30052.70,15.671935,470983.96
2024-01-01 02:57:00,30033.77,30041.01,30024.80,30030.82,15.294373,459302.56
2024-01-01 02:58:00,30009.91,30013.95,29994.46,30013.94,12.927459,388003.97
2024-01-01 02:59:00,30033.68,30037.95,30024.26,30037.33,10.286681,308984.47
2024-01-01 03:00:00,30058.03,30069.84,30056.41,30058.23,11.406192,342849.90
2024-01-01 03:01:00,30086.90,30102.30,30076.49,30090.14,13.242564,398470.63
2024-01-01 03:02:00,30036.24,30039.47,30022.05,30036.01,9.813026,294744.17
2024-01-01 03:03:00,30016.94,30029.93,30011.34,30021.49,7.692227,230932.13
2024-01-01 03:04:00,29987.68,30007.69,29975.20,29995.71,10.436523,313050.96
2024-01-01 03:05:00,29972.49,29982.45,29972.10,29978.62,10.704072,320893.32
2024-01-01 03:06:00,29974.99,29976.90,29963.22,29967.02,4.241880,127116.52
2024-01-01 03:07:00,29939.82,29954.09,29936.84,29950.68,9.977107,298821.12
2024-01-01 03:08:00,29958.53,29968.25,29946.10,29963.64,11.214935,336040.32
2024-01-01 03:09:00,29976.82,29977.84,29958.62,29974.14,10.756740,322424.03
2024-01-01 03:10:00,29949.07,29977.02,29946.11,29962.86,8.471954,253843.99
2024-01-01 03:11:00,30002.06,30002.93,29984.41,29995.89,13.256928,397653.31
2024-01-01 03:12:00,29974.50,29988.70,29957.44,29980.35,13.701490,410775.48
2024-01-01 03:13:00,30002.09,30004.69,29975.37,29991.84,9.491637,284671.62
2024-01-01 03:14:00,29995.23,30003.08,29977.77,29993.45,11.010151,330232.44
2024-01-01 03:15:00,30025.42,30040.31,30014.58,30017.70,15.292816,459055.14
2024-01-01 03:16:00,30066.48,30072.27,30053.87,30060.49,9.630347,289492.97
2024-01-01 03:17:00,30029.22,30032.00,30024.09,30024.31,10.263840,308164.71
2024-01-01 03:18:00,30015.65,30023.83,30013.94,30014.49,12.738165,382329.49
2024-01-01 03:19:00,30008.84,30018.85,29993.85,30012.55,10.196271,306016.14
2024-01-01 03:20:00,30047.86,30069.09,30037.33,30043.42,10.092479,303212.54
2024-01-01 03:21:00,30063.90,30067.70,30057.87,30062.96,9.303250,279683.23
2024-01-01 03:22:00,30038.18,30045.66,30037.23,30044.30,12.513616,375962.78
2024-01-01 03:23:00,30030.65,30037.98,30013.74,30026.11,14.133924,424386.79
2024-01-01 03:24:00,30034.11,30038.99,30025.54,30030.75,15.868156,476532.64
2024-01-01 03:25:00,30083.60,30083.88,30071.12,30073.71,13.249077,398448.94
2024-01-01 03:26:00,30076.75,30077.72,30072.10,30073.65,17.276947,519580.85
2024-01-01 03:27:00,30078.10,30085.16,30076.57,30077.77,12.874867,387247.26
2024-01-01 03:28:00,30070.08,30076.43,30060.98,30076.18,12.630454,379875.79
2024-01-01 03:29:00,30051.23,30057.22,30044.40,30046.64,11.699598,351533.66
2024-01-01 03:30:00,30047.23,30065.83,30046.04,30057.05,13.035778,391817.05
2024-01-01 03:31:00,30050.04,30056.13,30046.41,30055.07,8.794209,264310.53
2024-01-01 03:32:00,30062.25,30072.88,30056.93,30063.30,14.204014,427019.58
2024-01-01 03:33:00,30067.12,30078.83,30055.35,30071.35,20.637037,620583.48
2024-01-01 03:34:00,30043.31,30047.24,30041.06,30044.36,10.247848,307890.04
2024-01-01 03:35:00,29992.66,30008.78,29991.65,29997.65,9.947402,298398.68
2024-01-01 03:36:00,29981.55,29986.21,29973.01,29980.47,10.841461,325032.09
2024-01-01 03:37:00,29979.47,29991.35,29976.23,29986.10,13.226274,396604.38
2024-01-01 03:38:00,29993.48,29996.09,29990.40,29994.35,16.038329,481059.26
2024-01-01 03:39:00,30020.12,30029.56,30008.91,30017.71,10.008415,300429.68
2024-01-01 03:40:00,30013.82,30020.99,30002.17,30011.58,12.010784,360462.64
2024-01-01 03:41:00,29958.89,29981.94,29952.87,29961.26,10.352616,310177.46
2024-01-01 03:42:00,29944.38,29949.16,29939.63,29946.00,16.507491,494333.36
2024-01-01 03:43:00,29970.67,29986.41,29957.69,29976.37,9.556163,286459.14
2024-01-01 03:44:00,30003.31,30019.10,29993.28,30014.50,11.568000,347207.78
2024-01-01 03:45:00,30018.49,30024.97,30009.45,30010.00,13.881059,416570.59
2024-01-01 03:46:00,29999.59,30004.18,29998.85,30003.71,14.652166,439619.28
2024-01-01 03:47:00,29977.88,29982.71,29976.55,29980.13,11.444159,343097.37
2024-01-01 03:48:00,29976.22,29986.10,29972.70,29979.70,8.714700,261264.12
2024-01-01 03:49:00,30009.92,30020.14,30006.57,30008.84,12.501836,375165.57
2024-01-01 03:50:00,30033.69,30036.62,30022.23,30027.89,10.182055,305745.66
2024-01-01 03:51:00,29999.63,30005.64,29999.51,30003.37,10.525929,315813.29
2024-01-01 03:52:00,29986.65,29990.66,29976.59,29984.91,11.544975,346175.04
2024-01-01 03:53:00,29972.95,29984.91,29966.18,29978.30,12.122681,363417.33
2024-01-01 03:54:00,29984.21,29984.46,29974.44,29981.57,16.968025,508728.08
2024-01-01 03:55:00,29985.79,29992.77,29980.88,29983.58,8.615086,258311.17
2024-01-01 03:56:00,29998.39,30020.55,29991.43,30006.23,12.563074,376970.53
2024-01-01 03:57:00,30016.27,30023.84,29998.23,30007.51,10.205592,306244.43
2024-01-01 03:58:00,29995.93,30002.20,29994.85,30000.97,9.558429,286762.10
2024-01-01 03:59:00,30034.08,30051.26,30031.07,30041.04,11.377551,341793.52
2024-01-01 04:00:00,30048.39,30059.75,30043.23,30051.49,9.949214,298988.67
2024-01-01 04:01:00,30062.21,30070.70,30057.51,30064.61,15.121789,454630.71
2024-01-01 04:02:00,30091.05,30097.21,30083.00,30087.13,11.214348,337407.53
2024-01-01 04:03:00,30042.84,30048.23,30038.16,30041.38,13.582452,408035.56
2024-01-01 04:04:00,30002.50,30010.37,29998.36,30007.57,12.501061,375126.50
2024-01-01 04:05:00,29978.92,29992.43,29961.45,29978.69,14.149991,424198.17
2024-01-01 04:06:00,29943.26,29957.39,29931.99,29946.06,10.803430,323520.13
2024-01-01 04:07:00,29940.72,29944.31,29933.71,29935.80,14.273051,427275.22
2024-01-01 04:08:00,29965.77,29969.02,29955.57,29963.72,17.305565,518539.04
2024-01-01 04:09:00,29989.08,29996.50,29973.44,29980.23,8.729441,261710.63
2024-01-01 04:10:00,29952.14,29965.75,29947.40,29952.39,14.602012,437365.18
2024-01-01 04:11:00,29938.43,29949.24,29931.81,29935.76,15.070321,451141.55
2024-01-01 04:12:00,29942.43,29956.06,29930.60,29940.97,9.369429,280529.85
2024-01-01 04:13:00,29970.85,29974.06,29970.72,29973.92,15.219121,456176.74
2024-01-01 04:14:00,29947.95,29952.14,29939.20,29945.69,11.368843,340447.84
2024-01-01 04:15:00,29967.22,29979.95,29964.40,29970.78,7.799751,233764.60
2024-01-01 04:16:00,29981.87,29984.72,29975.08,29980.97,11.279421,338168.03
2024-01-01 04:17:00,29953.37,29962.40,29939.63,29944.92,15.434697,462190.77
2024-01-01 04:18:00,29963.15,29975.28,29957.05,29959.55,8.860515,265457.01
2024-01-01 04:19:00,29984.63,29987.25,29970.53,29980.65,15.717452,471219.46
2024-01-01 04:20:00,29988.18,30001.29,29976.65,29995.05,10.552109,316511.01
2024-01-01 04:21:00,29963.78,29973.63,29958.87,29966.97,14.172792,424715.57
2024-01-01 04:22:00,29977.47,29986.21,29971.35,29974.33,12.239684,366876.34
2024-01-01 04:23:00,29996.32,30003.51,29976.73,29987.78,15.056894,451522.90
2024-01-01 04:24:00,30005.29,30021.26,30003.59,30014.22,12.162643,365052.20
2024-01-01 04:25:00,29998.91,30004.36,29992.19,30001.03,7.506643,225207.06
2024-01-01 04:26:00,30003.68,30014.09,30000.54,30006.49,11.013847,330486.85
2024-01-01 04:27:00,29986.17,29992.26,29986.09,29990.01,8.725079,261665.22
2024-01-01 04:28:00,29968.07,29972.23,29959.68,29968.99,13.464320,403512.02
2024-01-01 04:29:00,29962.03,29969.55,29942.07,29948.39,12.582010,376810.90
2024-01-01 04:30:00,29929.97,29944.38,29922.73,29925.83,12.518313,374620.87
2024-01-01 04:31:00,29912.88,29924.34,29905.73,29912.88,9.287325,277810.67
2024-01-01 04:32:00,29957.34,29961.23,29946.26,29951.53,12.197123,365322.49
2024-01-01 04:33:00,29933.98,29936.51,29913.76,29931.64,14.778609,442348.07
2024-01-01 04:34:00,29941.82,29942.91,29934.92,29936.43,15.345978,459403.81
2024-01-01 04:35:00,29947.57,29973.28,29944.77,29946.13,12.507557,374552.88
2024-01-01 04:36:00,29985.45,29997.80,29973.99,29989.48,13.600987,407886.48
2024-01-01 04:37:00,30008.82,30019.65,29997.07,30005.12,15.591798,467833.71
2024-01-01 04:38:00,30002.85,30008.25,29999.75,30002.68,13.925909,417814.65
2024-01-01 04:39:00,29974.66,29985.23,29969.61,29975.53,13.590649,407386.94
2024-01-01 04:40:00,29974.55,29987.00,29966.20,29973.06,10.598187,317660.10
2024-01-01 04:41:00,29981.86,29987.92,29966.71,29976.29,12.372226,370873.40
2024-01-01 04:42:00,29979.77,29989.75,29972.24,29976.99,12.184528,365255.51
2024-01-01 04:43:00,30001.82,30005.81,29998.86,30002.90,11.821897,354691.17
2024-01-01 04:44:00,29972.58,29983.69,29971.84,29973.55,9.388620,281410.28
2024-01-01 04:45:00,29982.18,30008.41,29982.15,29991.45,12.542776,376176.01
2024-01-01 04:46:00,29992.49,29998.16,29981.30,29996.96,12.658687,379722.11
2024-01-01 04:47:00,29955.83,29958.67,29941.78,29956.58,10.432491,312521.71
2024-01-01 04:48:00,29984.02,29996.06,29973.56,29976.28,8.292152,248567.86
2024-01-01 04:49:00,29950.63,29955.97,29936.21,29942.65,12.657083,378986.58
2024-01-01 04:50:00,29959.60,29977.58,29953.85,29958.70,3.021055,90506.87
2024-01-01 04:51:00,29947.76,29953.07,29947.65,29951.44,10.046571,300909.29
2024-01-01 04:52:00,29931.14,29935.91,29918.95,29924.32,14.038949,420105.98
2024-01-01 04:53:00,29947.53,29955.98,29934.96,29941.20,10.176635,304700.64
2024-01-01 04:54:00,29969.11,29988.25,29968.83,29970.07,6.647512,199226.44
2024-01-01 04:55:00,29964.35,29967.86,29952.46,29964.65,8.652813,259278.48
2024-01-01 04:56:00,29942.29,29953.84,29936.62,29943.53,10.583414,316904.79
2024-01-01 04:57:00,29968.54,29980.86,29967.14,29975.38,12.708974,380956.30
2024-01-01 04:58:00,29987.94,29997.75,29987.87,29991.34,19.235397,576895.31
2024-01-01 04:59:00,29990.08,29995.26,29974.34,29983.73,16.081867,482194.39
2024-01-01 05:00:00,29946.06,29964.05,29937.51,29957.22,12.156077,364162.30
2024-01-01 05:01:00,29958.62,29964.31,29945.45,29950.70,14.194599,425138.13
2024-01-01 05:02:00,29916.82,29928.02,29899.22,29919.61,8.468122,253362.96
2024-01-01 05:03:00,29944.68,29954.57,29935.40,29950.17,14.596822,437177.33
2024-01-01 05:04:00,29952.66,29953.50,29940.83,29950.20,9.078172,271893.08
2024-01-01 05:05:00,29970.85,29977.33,29945.55,29971.13,15.330326,459467.27
2024-01-01 05:06:00,29969.65,29973.74,29958.56,29958.79,13.981133,418857.76
2024-01-01 05:07:00,29941.25,29946.42,29926.58,29936.89,14.379619,430481.07
2024-01-01 05:08:00,29945.66,29950.97,29943.26,29949.28,5.899972,176699.91
2024-01-01 05:09:00,29940.18,29950.32,29925.26,29935.49,10.115054,302799.08
2024-01-01 05:10:00,29937.83,29947.44,29934.13,29943.57,15.409122,461404.10
2024-01-01 05:11:00,29983.69,29985.36,29967.61,29977.42,15.971295,478778.24
2024-01-01 05:12:00,29942.62,29950.71,29939.08,29944.82,16.779196,502449.96
2024-01-01 05:13:00,29936.27,29946.92,29934.87,29944.72,10.948173,327839.93
2024-01-01 05:14:00,29978.79,29991.51,29975.05,29980.03,8.556944,256537.42
2024-01-01 05:15:00,30023.88,30035.10,30013.89,30022.52,19.107740,573662.58
2024-01-01 05:16:00,29976.94,29980.81,29971.02,29972.42,13.029985,390540.23
2024-01-01 05:17:00,29981.26,29996.01,29970.46,29984.72,17.875690,535997.57
2024-01-01 05:18:00,30016.98,30022.96,30005.62,30022.91,10.527017,316051.70
2024-01-01 05:19:00,30016.84,30028.19,30011.98,30018.85,11.970523,359341.37
2024-01-01 05:20:00,30031.32,30039.29,30020.59,30032.36,7.445231,223597.83
2024-01-01 05:21:00,29994.26,30008.68,29991.86,30002.86,12.162286,364903.40
